Product ID,SKU Code,Product Name,Supplier,Purchase Cost,Units Sold,Sale Date,Expiration Date,Promotional Code,Customer Feedback,Returns,Return Reason,Tax Category,Gender,Age Group,Weight (kg),Dimensions (cm),Sustainability,Store,City,Province,Region,Category,Unit Price,Type of Sale,Month of Sale,Quarter of Sale,Bimonth of Sale,Year of Sale
6231,SKU06231,Trousers,Smith Ltd,19.51064666637861,97,2023-02-11 00:00:00,2024-01-12 00:00:00,UZS-4458,2,,,,,,,,,,L’Aquila,Chieti,Abruzzo,Women,94.83173085497187,Delivery,May 2024,Q4 2023,B4 2023,2023
6232,SKU06232,Jeans,"Underwood, Scott and Yang",25.152234944014268,61,2023-02-04 00:00:00,2025-08-13 00:00:00,UZT-5427,2,,,,,,,,,,Chieti,Chieti,Abruzzo,Accessories,91.76199319489648,Store Pickup,April 2024,Q4 2023,B3 2023,2023
6233,SKU06233,Jackets,Bennett-Bates,38.70551814106968,19,2023-02-24 00:00:00,2025-03-19 00:00:00,RQI-8884,1,,,,,,,,,,Udine,Trieste,Friuli Venezia Giulia,Women,95.04667251965535,Delivery,July 2023,Q3 2023,B2 2024,2023
6234,SKU06234,Accessories,Singh Ltd,15.686723339347404,96,2024-06-05 00:00:00,2026-08-25 00:00:00,FKB-3823,4,,,,,,,,,,Pesaro,Ancona,Marche,Men,77.32740465510302,Online,March 2024,Q4 2023,B6 2023,2024
6235,SKU06235,Coats,"Drake, Franco and Russell",9.106998778668864,93,2023-05-27 00:00:00,2024-04-25 00:00:00,XHE-5995,1,,,,,,,,,,Isernia,Campobasso,Molise,Shoes,37.69153861877461,In-store,August 2023,Q3 2023,B5 2023,2024
6236,SKU06236,Jeans,Scott LLC,49.749404054552464,30,2023-01-06 00:00:00,2026-07-07 00:00:00,FVG-1933,5,,,,,,,,,,Ravenna,Bologna,Emilia-Romagna,Unisex,20.855519159585214,Online,November 2023,Q3 2023,B3 2023,2023
6237,SKU06237,Shirts,"Bowman, Kennedy and Rogers",25.164164840676264,46,2024-08-30 00:00:00,2024-11-21 00:00:00,LQN-3443,4,,,,,,,,,,Olbia,Cagliari,Sardinia,Women,47.15782451205228,Delivery,April 2024,Q4 2023,B5 2023,2024
6238,SKU06238,Shirts,Mclaughlin LLC,5.287704066938841,57,2024-09-19 00:00:00,2026-04-13 00:00:00,PAB-3505,2,,,,,,,,,,Alessandria,Turin,Piedmont,Shoes,34.48375171231041,Store Pickup,June 2023,Q2 2024,B6 2023,2023
6239,SKU06239,Jeans,Cook LLC,44.97544999514756,51,2024-08-03 00:00:00,2026-06-09 00:00:00,SRB-4083,5,,,,,,,,,,Cagliari,Cagliari,Sardinia,Women,27.774827323681983,In-store,December 2023,Q1 2024,B5 2023,2023
6240,SKU06240,Shirts,Perry-Smith,5.080500118556821,75,2024-10-18 00:00:00,2026-08-21 00:00:00,LCL-7778,4,,,,,,,,,,Milan,Milan,Lombardy,Men,66.29896668342161,In-store,November 2023,Q3 2023,B1 2024,2023
6241,SKU06241,Shoes,Munoz-Hughes,13.88319576242604,81,2023-05-04 00:00:00,2026-11-15 00:00:00,JAI-3720,3,,,,,,,,,,Merano,Trento,Trentino-Alto Adige,Women,98.67363259935495,Delivery,September 2023,Q3 2023,B3 2023,2024
6242,SKU06242,Shirts,Mathis-Acosta,42.19637404151438,83,2024-08-27 00:00:00,2024-05-01 00:00:00,XFR-3458,4,,,,,,,,,,Pisa,Florence,Tuscany,Accessories,26.060384080934536,Store Pickup,November 2023,Q1 2024,B1 2024,2023
6243,SKU06243,Shirts,"James, Brooks and Benitez",8.472328772700585,22,2024-04-03 00:00:00,2026-06-01 00:00:00,HTY-0271,5,,,,,,,,,,Pistoia,Florence,Tuscany,Women,87.77422123569704,In-store,April 2024,Q4 2023,B3 2023,2023
6244,SKU06244,Shirts,Vaughan-Wilson,7.361779092641901,99,2024-11-29 00:00:00,2026-10-30 00:00:00,BST-6693,1,,,,,,,,,,Livorno,Florence,Tuscany,Unisex,13.261857233749536,In-store,September 2023,Q1 2024,B6 2023,2024
6245,SKU06245,Bags,Thompson-Shah,36.04205173665146,5,2024-07-15 00:00:00,2024-06-10 00:00:00,QYT-9081,4,,,,,,,,,,Ragusa,Palermo,Sicily,Unisex,20.31578206990384,Delivery,June 2023,Q4 2023,B2 2024,2024
6246,SKU06246,Coats,"Holmes, Johnson and Johnson",21.106858410413743,72,2023-06-06 00:00:00,2026-01-28 00:00:00,CIL-2476,4,,,,,,,,,,Arezzo,Florence,Tuscany,Unisex,29.276912125638432,Online,August 2023,Q1 2024,B3 2024,2024
6247,SKU06247,Jackets,Brown-Goodman,19.3691597421336,23,2023-06-30 00:00:00,2024-04-16 00:00:00,JZA-2424,2,,,,,,,,,,Brescia,Milan,Lombardy,Women,69.68136931893139,Store Pickup,October 2023,Q2 2024,B4 2023,2023
6248,SKU06248,Shoes,Allen-Hodges,30.78015433804265,23,2024-05-04 00:00:00,2026-12-02 00:00:00,YEH-7612,5,,,,,,,,,,Alessandria,Turin,Piedmont,Women,15.862873094882566,Online,April 2024,Q4 2023,B4 2023,2024
6249,SKU06249,Shirts,"Marshall, Vazquez and Williams",48.60701083246711,10,2023-02-27 00:00:00,2026-04-15 00:00:00,HTY-0271,4,,,,,,,,,,Foggia,Bari,Apulia,Unisex,71.29712048573884,In-store,February 2024,Q4 2023,B3 2023,2023
6250,SKU06250,Bags,Dyer-White,15.759689802632785,48,2023-07-18 00:00:00,2024-11-11 00:00:00,JNT-4504,2,,,,,,,,,,Catanzaro,Catanzaro,Calabria,Shoes,10.254463301534026,Delivery,December 2023,Q2 2023,B4 2023,2023
6251,SKU06251,Coats,Carter-Robertson,33.574374954729414,46,2024-02-04 00:00:00,2026-04-04 00:00:00,JJK-9157,5,,,,,,,,,,Forlì,Bologna,Emilia-Romagna,Women,63.701874849146826,Store Pickup,August 2023,Q2 2023,B2 2024,2023
6252,SKU06252,Coats,Scott-Ross,7.583687987543023,95,2023-01-31 00:00:00,2026-09-13 00:00:00,GIC-5203,1,,,,,,,,,,Venice,Venice,Veneto,Men,63.33664031952134,Online,September 2023,Q1 2024,B5 2023,2024
6253,SKU06253,Jackets,Keller-Mitchell,24.829425781451256,95,2024-12-02 00:00:00,2025-09-01 00:00:00,QWX-0519,2,,,,,,,,,,Novara,Turin,Piedmont,Shoes,15.718664538009655,Delivery,December 2023,Q3 2023,B6 2023,2023
6254,SKU06254,Bags,Miller-Gonzales,6.59545335908338,9,2023-11-16 00:00:00,2025-09-02 00:00:00,GGN-8502,2,,,,,,,,,,Sondrio,Milan,Lombardy,Accessories,33.78961717302232,Store Pickup,August 2023,Q4 2023,B5 2023,2023
6255,SKU06255,Shoes,"Jennings, Collins and Baker",5.425251669762557,44,2023-01-21 00:00:00,2026-06-14 00:00:00,KUT-5535,5,,,,,,,,,,Treviso,Venice,Veneto,Shoes,88.72931446024607,Delivery,July 2023,Q3 2023,B1 2024,2024
6256,SKU06256,Shoes,"Kim, Hunter and Gonzales",42.11310500302813,95,2024-12-10 00:00:00,2024-03-14 00:00:00,PPF-4772,1,,,,,,,,,,Reggio Calabria,Catanzaro,Calabria,Accessories,55.576066244567365,Delivery,January 2024,Q3 2023,B3 2023,2023
6257,SKU06257,Jeans,Harris LLC,16.1094217989325,49,2023-09-10 00:00:00,2024-10-18 00:00:00,CXN-6164,2,,,,,,,,,,Potenza,Potenza,Basilicata,Shoes,46.870165818084,Delivery,September 2023,Q2 2023,B5 2023,2024
6258,SKU06258,Accessories,Freeman Ltd,9.528918796155484,46,2024-03-03 00:00:00,2026-09-17 00:00:00,AEF-3106,2,,,,,,,,,,Lucca,Florence,Tuscany,Accessories,22.115465998850695,Online,February 2024,Q4 2023,B1 2024,2024
6259,SKU06259,Accessories,Holloway-Waller,38.884154924882,28,2023-01-28 00:00:00,2025-04-01 00:00:00,TFB-0428,2,,,,,,,,,,Macerata,Ancona,Marche,Unisex,52.52798391215935,Delivery,August 2023,Q1 2024,B3 2023,2024
6260,SKU06260,Shirts,"Greene, Mcfarland and Smith",43.345148772291616,87,2023-09-06 00:00:00,2025-04-05 00:00:00,FMA-1898,3,,,,,,,,,,Biella,Turin,Piedmont,Shoes,10.591650979974405,Delivery,February 2024,Q1 2024,B2 2024,2023
6261,SKU06261,Coats,"Greene, Mcfarland and Smith",42.857905145480295,2,2023-02-22 00:00:00,2024-07-04 00:00:00,CIY-2662,3,,,,,,,,,,Teramo,Chieti,Abruzzo,Accessories,34.229130596718534,Delivery,May 2024,Q4 2023,B5 2023,2023
6262,SKU06262,Coats,"Brown, Lopez and Arellano",41.62312846918081,32,2023-11-19 00:00:00,2024-02-23 00:00:00,TQB-6886,3,,,,,,,,,,Bologna,Bologna,Emilia-Romagna,Unisex,28.604460160718723,Delivery,October 2023,Q1 2024,B1 2024,2023
6263,SKU06263,Jeans,Luna and Sons,19.09325296241577,42,2024-02-26 00:00:00,2026-03-07 00:00:00,PDR-2267,2,,,,,,,,,,Alessandria,Turin,Piedmont,Accessories,16.43671872453509,Store Pickup,February 2024,Q4 2023,B5 2023,2024
6264,SKU06264,Jeans,"Hunt, Miller and Adams",17.410651386862053,31,2024-08-12 00:00:00,2026-06-24 00:00:00,BND-4411,1,,,,,,,,,,Bologna,Bologna,Emilia-Romagna,Men,24.83723398289615,In-store,February 2024,Q1 2024,B6 2023,2023
6265,SKU06265,Jeans,"Thompson, West and Jackson",44.09709740566707,15,2024-11-04 00:00:00,2025-09-03 00:00:00,ELD-4722,2,,,,,,,,,,Oristano,Cagliari,Sardinia,Shoes,93.0488410305839,Delivery,August 2023,Q2 2024,B1 2024,2023
6266,SKU06266,Shoes,Martinez-Bishop,18.789575768114993,55,2024-04-10 00:00:00,2024-02-03 00:00:00,DEU-1056,1,,,,,,,,,,Imperia,Genoa,Liguria,Unisex,74.9962925930401,Store Pickup,June 2023,Q1 2024,B2 2024,2024
6267,SKU06267,Bags,Acevedo-Lewis,27.980200285513583,62,2023-04-12 00:00:00,2025-03-06 00:00:00,ELD-4722,5,,,,,,,,,,Siena,Florence,Tuscany,Accessories,45.71818880561503,In-store,February 2024,Q2 2023,B2 2024,2023
6268,SKU06268,Jackets,Bennett PLC,37.293603015190314,56,2024-07-21 00:00:00,2024-12-22 00:00:00,EUV-3805,5,,,,,,,,,,Pesaro,Ancona,Marche,Accessories,49.743338091134554,In-store,July 2023,Q3 2023,B1 2024,2024
6269,SKU06269,Jeans,"Ellis, Perez and Lane",28.9394203069931,66,2023-01-25 00:00:00,2024-04-22 00:00:00,HVK-9815,5,,,,,,,,,,Reggio Calabria,Catanzaro,Calabria,Accessories,56.428077239826564,Online,January 2024,Q4 2023,B1 2024,2023
6270,SKU06270,Coats,Gregory-Ruiz,26.7753928547395,79,2023-10-30 00:00:00,2024-03-19 00:00:00,YWT-4425,4,,,,,,,,,,Palermo,Palermo,Sicily,Accessories,90.3746965644091,Store Pickup,October 2023,Q3 2023,B2 2024,2023
6271,SKU06271,Accessories,Roberts-Bennett,31.063163318400704,54,2024-03-11 00:00:00,2025-05-07 00:00:00,JUI-1590,1,,,,,,,,,,Spoleto,Perugia,Umbria,Women,42.44011848609221,Delivery,March 2024,Q2 2024,B3 2024,2023
6272,SKU06272,Bags,Rogers-Ramos,8.046421433857027,38,2024-06-12 00:00:00,2024-04-23 00:00:00,VZL-2844,1,,,,,,,,,,Caltanissetta,Palermo,Sicily,Unisex,54.603716436566486,Store Pickup,May 2024,Q4 2023,B3 2023,2024
6273,SKU06273,Accessories,Williams Group,42.03022006578632,82,2023-04-04 00:00:00,2024-11-06 00:00:00,RNN-4506,2,,,,,,,,,,Venice,Venice,Veneto,Men,17.056886096783774,Delivery,July 2023,Q4 2023,B3 2023,2023
6274,SKU06274,Shirts,Peters-King,23.391359804348312,58,2023-09-06 00:00:00,2024-11-19 00:00:00,MWN-3019,2,,,,,,,,,,Rieti,Rome,Lazio,Women,93.34426322465252,Store Pickup,March 2024,Q1 2024,B1 2024,2024
6275,SKU06275,Shirts,Douglas-Cooper,24.339743853916552,5,2023-08-20 00:00:00,2024-05-23 00:00:00,FKB-3823,4,,,,,,,,,,Rovigo,Venice,Veneto,Men,24.37684471932194,Delivery,May 2024,Q1 2024,B5 2023,2023
6276,SKU06276,Jackets,"Johnson, Garcia and Yang",46.85716866490523,56,2023-01-29 00:00:00,2026-08-19 00:00:00,XBH-6644,2,,,,,,,,,,Viterbo,Rome,Lazio,Men,44.235700885609056,Delivery,June 2023,Q3 2023,B4 2023,2023
6277,SKU06277,Trousers,Jones PLC,9.833296112563097,22,2023-01-17 00:00:00,2024-06-25 00:00:00,ZQO-5463,5,,,,,,,,,,Mantova,Milan,Lombardy,Shoes,79.54761221961571,In-store,July 2023,Q2 2024,B3 2024,2024
6278,SKU06278,Coats,"Kennedy, Parker and Escobar",8.51164419494771,88,2023-04-12 00:00:00,2024-02-28 00:00:00,QYT-9081,3,,,,,,,,,,Capri,Naples,Campania,Women,42.00349389366854,Store Pickup,February 2024,Q1 2024,B3 2024,2023
6279,SKU06279,Accessories,"Cook, Walton and Brown",28.273357047717305,46,2024-09-19 00:00:00,2025-09-27 00:00:00,WCG-5515,3,,,,,,,,,,Benevento,Naples,Campania,Accessories,82.03173613317483,In-store,September 2023,Q3 2023,B4 2023,2024
6280,SKU06280,Coats,"Cochran, Rowland and Russell",36.2679450844927,75,2024-01-02 00:00:00,2024-07-21 00:00:00,MNZ-8110,1,,,,,,,,,,Palermo,Palermo,Sicily,Accessories,87.29460356880647,Online,August 2023,Q2 2024,B6 2023,2024
6281,SKU06281,Shoes,"Costa, Mendez and Campbell",30.95424461427242,42,2024-06-07 00:00:00,2026-09-20 00:00:00,FZH-9221,1,,,,,,,,,,Courmayeur,Aosta,Aosta Valley,Women,43.15724523928477,Delivery,April 2024,Q1 2024,B1 2024,2023
6282,SKU06282,Jeans,"Martinez, Holland and Ramirez",9.526843329680375,15,2023-07-14 00:00:00,2025-05-21 00:00:00,VRV-4601,2,,,,,,,,,,Mantova,Milan,Lombardy,Accessories,31.46353306978338,Online,October 2023,Q2 2023,B5 2023,2024
6283,SKU06283,Shirts,Robertson LLC,39.68670707562639,16,2024-10-08 00:00:00,2024-09-24 00:00:00,SAR-7815,5,,,,,,,,,,Verbania,Turin,Piedmont,Shoes,88.66225797535915,Delivery,June 2023,Q4 2023,B5 2023,2024
6284,SKU06284,Trousers,Smith LLC,43.657164792859625,45,2024-11-21 00:00:00,2026-04-27 00:00:00,EEU-7501,2,,,,,,,,,,Ragusa,Palermo,Sicily,Shoes,85.84840665570051,Online,September 2023,Q2 2024,B6 2023,2024
6285,SKU06285,Shoes,"Webb, Olsen and Armstrong",36.92271837203771,65,2024-12-30 00:00:00,2026-11-12 00:00:00,XET-8839,4,,,,,,,,,,Bari,Bari,Apulia,Men,77.2636206493504,Delivery,December 2023,Q2 2023,B6 2023,2023
6286,SKU06286,Coats,Lewis-Smith,28.82953770315016,23,2024-04-22 00:00:00,2025-10-08 00:00:00,MKF-9682,3,,,,,,,,,,Terni,Perugia,Umbria,Accessories,98.99399206669035,Online,January 2024,Q3 2023,B6 2023,2023
6287,SKU06287,Jackets,French-Ho,40.769157120192,17,2024-04-30 00:00:00,2025-11-17 00:00:00,LSN-2031,1,,,,,,,,,,Cosenza,Catanzaro,Calabria,Unisex,66.00527227585957,Online,September 2023,Q1 2024,B5 2023,2023
6288,SKU06288,Trousers,"Hinton, Shaw and Brown",10.329605064799416,41,2023-08-30 00:00:00,2025-12-01 00:00:00,XHE-5995,5,,,,,,,,,,Rimini,Bologna,Emilia-Romagna,Unisex,40.36303542003247,Store Pickup,November 2023,Q3 2023,B1 2024,2023
6289,SKU06289,Accessories,"Wagner, Jennings and Wright",30.839157249811343,65,2024-11-13 00:00:00,2026-02-22 00:00:00,EUD-7204,5,,,,,,,,,,Verbania,Turin,Piedmont,Men,31.377254650995212,Store Pickup,February 2024,Q4 2023,B1 2024,2024
6290,SKU06290,Coats,Winters Ltd,33.98278955252222,86,2023-11-04 00:00:00,2024-09-02 00:00:00,QYM-4486,5,,,,,,,,,,Reggio Calabria,Catanzaro,Calabria,Women,88.21218472241858,Store Pickup,June 2023,Q3 2023,B2 2024,2023
6291,SKU06291,Coats,Williams and Sons,12.392139060555069,3,2023-02-02 00:00:00,2025-04-28 00:00:00,ZNH-4222,1,,,,,,,,,,La Spezia,Genoa,Liguria,Men,88.24942859655482,Delivery,December 2023,Q4 2023,B3 2024,2023
6292,SKU06292,Coats,Martinez Ltd,26.07541632566661,67,2023-03-28 00:00:00,2024-06-02 00:00:00,BZE-3629,5,,,,,,,,,,Naples,Naples,Campania,Accessories,46.42503553064507,Delivery,December 2023,Q2 2024,B5 2023,2023
6293,SKU06293,Jeans,"Butler, Velez and Fleming",6.40942861356496,41,2024-12-16 00:00:00,2024-05-11 00:00:00,UMD-3638,2,,,,,,,,,,La Spezia,Genoa,Liguria,Shoes,84.38411652650313,Online,May 2024,Q2 2024,B1 2024,2024
6294,SKU06294,Coats,"King, Parsons and Reed",18.103639248822514,66,2024-01-09 00:00:00,2026-02-04 00:00:00,XRS-6207,2,,,,,,,,,,L’Aquila,Chieti,Abruzzo,Men,64.0951470323316,In-store,August 2023,Q3 2023,B5 2023,2024
6295,SKU06295,Jeans,Harris PLC,31.758580846401557,20,2024-04-13 00:00:00,2026-08-24 00:00:00,GUI-3357,4,,,,,,,,,,Vibo Valentia,Catanzaro,Calabria,Women,33.764281858543846,Store Pickup,October 2023,Q2 2024,B5 2023,2023
6296,SKU06296,Shirts,Bennett-Bates,11.178547759136194,58,2023-05-12 00:00:00,2025-05-03 00:00:00,SSW-5774,3,,,,,,,,,,Livorno,Florence,Tuscany,Unisex,16.60927569971553,Delivery,March 2024,Q1 2024,B2 2024,2023
6297,SKU06297,Jackets,Guerrero-Beck,6.97399591340147,86,2024-01-13 00:00:00,2024-09-05 00:00:00,CIL-2476,4,,,,,,,,,,Oristano,Cagliari,Sardinia,Accessories,44.40860583265679,Online,September 2023,Q2 2023,B1 2024,2024
6298,SKU06298,Shoes,Simon-Johnson,43.831755261221105,89,2023-05-16 00:00:00,2025-12-06 00:00:00,PZI-1892,3,,,,,,,,,,Viterbo,Rome,Lazio,Shoes,31.34210087032605,Delivery,May 2024,Q2 2024,B3 2023,2023
6299,SKU06299,Jeans,Ramsey-Randolph,26.740538172256343,60,2024-06-08 00:00:00,2024-11-11 00:00:00,LCL-7778,2,,,,,,,,,,Lecce,Bari,Apulia,Unisex,58.466885688005064,Online,May 2024,Q1 2024,B1 2024,2024
6300,SKU06300,Bags,Hill Group,25.101330492799704,19,2023-07-22 00:00:00,2026-09-24 00:00:00,YQZ-3956,3,,,,,,,,,,Pesaro,Ancona,Marche,Unisex,63.22500882615063,Delivery,November 2023,Q4 2023,B5 2023,2023
6301,SKU06301,Shoes,Maynard-Taylor,27.550391102693872,29,2024-05-26 00:00:00,2025-03-09 00:00:00,BOR-6716,1,,,,,,,,,,Verbania,Turin,Piedmont,Men,26.636764516745224,Delivery,February 2024,Q4 2023,B3 2024,2023
6302,SKU06302,Coats,"Schneider, Obrien and Hurst",39.8617316876516,89,2023-06-21 00:00:00,2026-08-25 00:00:00,QDN-9760,5,,,,,,,,,,Como,Milan,Lombardy,Accessories,25.479464467873335,In-store,July 2023,Q3 2023,B3 2023,2024
6303,SKU06303,Jeans,Underwood Inc,38.57356643608404,32,2023-03-18 00:00:00,2024-07-29 00:00:00,AFB-1399,4,,,,,,,,,,Perugia,Perugia,Umbria,Accessories,81.75131296495819,Store Pickup,March 2024,Q2 2023,B2 2024,2023
6304,SKU06304,Bags,Valentine Ltd,37.637579519323786,12,2023-10-09 00:00:00,2026-11-11 00:00:00,HBI-7537,2,,,,,,,,,,Vercelli,Turin,Piedmont,Shoes,34.324711353467336,Store Pickup,December 2023,Q3 2023,B1 2024,2024
6305,SKU06305,Jeans,"Jones, Baker and Williams",15.92137758605986,46,2024-03-25 00:00:00,2026-12-17 00:00:00,OTY-3976,1,,,,,,,,,,Trieste,Trieste,Friuli Venezia Giulia,Accessories,44.059858344658664,Delivery,March 2024,Q3 2023,B3 2023,2024
6306,SKU06306,Jackets,Peck-Brown,20.947025518752085,96,2023-04-02 00:00:00,2026-04-28 00:00:00,DGY-7379,4,,,,,,,,,,Alghero,Cagliari,Sardinia,Accessories,61.073164236733476,Delivery,December 2023,Q1 2024,B3 2023,2024
6307,SKU06307,Jeans,Hernandez-Lowery,32.25253076688792,21,2023-04-06 00:00:00,2026-07-30 00:00:00,AEE-2186,1,,,,,,,,,,Courmayeur,Aosta,Aosta Valley,Women,71.56517436769569,Online,October 2023,Q1 2024,B3 2024,2023
6308,SKU06308,Shoes,Morris-Evans,8.742308607817904,62,2024-02-28 00:00:00,2025-11-28 00:00:00,WCG-5515,3,,,,,,,,,,Lodi,Milan,Lombardy,Shoes,25.812977171707715,Delivery,October 2023,Q4 2023,B3 2024,2023
6309,SKU06309,Shirts,Johnson-Wells,39.43784781827623,79,2024-11-28 00:00:00,2026-10-02 00:00:00,XHN-1093,4,,,,,,,,,,Taranto,Bari,Apulia,Men,14.331488698965988,Online,February 2024,Q3 2023,B6 2023,2023
6310,SKU06310,Coats,Stephens-Kirby,14.061636803052929,66,2024-07-14 00:00:00,2026-05-25 00:00:00,DIH-1233,3,,,,,,,,,,Civitavecchia,Rome,Lazio,Men,88.80244932366108,Delivery,February 2024,Q3 2023,B6 2023,2024
6311,SKU06311,Jeans,"Miller, Smith and Campbell",18.423000388314172,32,2023-03-14 00:00:00,2026-05-26 00:00:00,EQK-2084,1,,,,,,,,,,Forlì,Bologna,Emilia-Romagna,Accessories,22.57353200969567,Store Pickup,January 2024,Q2 2024,B2 2024,2023
6312,SKU06312,Jackets,"Brown, Jones and Nichols",39.33589194249255,90,2024-05-30 00:00:00,2025-08-11 00:00:00,IVZ-9248,5,,,,,,,,,,Lecce,Bari,Apulia,Unisex,31.538435057273517,Store Pickup,May 2024,Q1 2024,B4 2023,2023
6313,SKU06313,Bags,Jordan and Sons,43.341451911378506,17,2023-05-31 00:00:00,2025-06-20 00:00:00,ZIP-9489,1,,,,,,,,,,Siena,Florence,Tuscany,Shoes,58.32922991715147,Delivery,December 2023,Q4 2023,B1 2024,2024
6314,SKU06314,Coats,"Rivera, Fisher and Ross",7.668076789412192,36,2024-04-05 00:00:00,2025-03-25 00:00:00,JCX-0372,2,,,,,,,,,,Verona,Venice,Veneto,Women,49.21982028252554,Online,March 2024,Q2 2024,B6 2023,2024
6315,SKU06315,Jackets,Bray Ltd,38.99045049963276,52,2024-04-28 00:00:00,2025-01-20 00:00:00,JMK-9074,2,,,,,,,,,,Caserta,Naples,Campania,Accessories,36.738992919305765,Online,July 2023,Q2 2024,B1 2024,2023
6316,SKU06316,Coats,"Jones, Brown and Villarreal",33.253692919549465,13,2024-03-26 00:00:00,2026-11-14 00:00:00,OAP-2116,2,,,,,,,,,,Courmayeur,Aosta,Aosta Valley,Men,25.90341665380745,Delivery,July 2023,Q2 2023,B4 2023,2024
6317,SKU06317,Bags,Noble-Lopez,8.049546819323005,11,2024-08-30 00:00:00,2024-12-01 00:00:00,CGU-9038,3,,,,,,,,,,Gorizia,Trieste,Friuli Venezia Giulia,Women,53.37884039538094,Delivery,March 2024,Q2 2024,B1 2024,2023
6318,SKU06318,Shirts,Moore-Ballard,24.19615289500257,4,2023-11-19 00:00:00,2026-08-16 00:00:00,SHG-2659,1,,,,,,,,,,Aosta,Aosta,Aosta Valley,Unisex,55.33931215346487,Online,January 2024,Q3 2023,B4 2023,2023
6319,SKU06319,Trousers,Wilson-Santana,26.060885159738454,24,2023-09-08 00:00:00,2024-03-01 00:00:00,KMF-0380,4,,,,,,,,,,Forlì,Bologna,Emilia-Romagna,Women,36.77363507707699,Store Pickup,December 2023,Q4 2023,B6 2023,2023
6320,SKU06320,Jeans,Harrison-Martinez,40.64834918044886,74,2023-01-21 00:00:00,2025-09-29 00:00:00,BWP-1453,1,,,,,,,,,,Trieste,Trieste,Friuli Venezia Giulia,Accessories,92.58437355007933,In-store,April 2024,Q3 2023,B5 2023,2024
6321,SKU06321,Jackets,"Rogers, Stewart and Schneider",36.555855450138594,95,2023-05-25 00:00:00,2026-03-28 00:00:00,PBO-3924,4,,,,,,,,,,Pavia,Milan,Lombardy,Accessories,85.00481694554914,Delivery,September 2023,Q2 2024,B5 2023,2024
6322,SKU06322,Shoes,"Baker, Dorsey and Nichols",29.30381783728913,2,2024-03-20 00:00:00,2026-07-24 00:00:00,QFS-4416,3,,,,,,,,,,Oristano,Cagliari,Sardinia,Shoes,29.86842017735986,In-store,November 2023,Q4 2023,B5 2023,2023
6323,SKU06323,Jackets,Cain-Martin,47.448953836973814,60,2024-01-19 00:00:00,2024-09-27 00:00:00,LFQ-5126,1,,,,,,,,,,Vibo Valentia,Catanzaro,Calabria,Unisex,20.41807412182577,In-store,February 2024,Q2 2024,B5 2023,2024
6324,SKU06324,Jeans,"Larson, Porter and Cook",11.288342840513621,97,2024-02-06 00:00:00,2024-05-31 00:00:00,TQS-3766,4,,,,,,,,,,Reggio Calabria,Catanzaro,Calabria,Women,14.928619664397111,Store Pickup,November 2023,Q2 2023,B1 2024,2024
6325,SKU06325,Shirts,Lee and Sons,12.503958699748953,52,2023-11-04 00:00:00,2024-05-12 00:00:00,NFA-6857,1,,,,,,,,,,Brindisi,Bari,Apulia,Women,75.15662529923054,In-store,September 2023,Q4 2023,B6 2023,2024
6326,SKU06326,Trousers,Ramirez Inc,6.4681147609557055,27,2023-05-14 00:00:00,2026-02-13 00:00:00,IRG-4723,2,,,,,,,,,,Spoleto,Perugia,Umbria,Unisex,64.95404781949033,In-store,January 2024,Q4 2023,B4 2023,2024
6327,SKU06327,Jackets,Carter and Sons,27.568737662501007,48,2024-01-05 00:00:00,2025-06-17 00:00:00,NSN-5797,1,,,,,,,,,,Ischia,Naples,Campania,Women,57.385904821558476,Store Pickup,August 2023,Q1 2024,B1 2024,2024
6328,SKU06328,Bags,Sellers-James,22.966623168133964,17,2024-09-18 00:00:00,2025-03-14 00:00:00,ACI-2009,5,,,,,,,,,,Teramo,Chieti,Abruzzo,Unisex,30.86232819564379,Delivery,October 2023,Q2 2024,B1 2024,2023
6329,SKU06329,Trousers,Bell-Stewart,18.490586215461057,86,2023-09-20 00:00:00,2024-05-09 00:00:00,QFG-9450,4,,,,,,,,,,Trieste,Trieste,Friuli Venezia Giulia,Shoes,57.92022621436709,In-store,June 2023,Q1 2024,B4 2023,2023
6330,SKU06330,Coats,Figueroa-Paul,21.54471934696071,78,2024-12-15 00:00:00,2026-08-24 00:00:00,GIR-3895,4,,,,,,,,,,Cosenza,Catanzaro,Calabria,Unisex,50.61949651687592,In-store,May 2024,Q4 2023,B5 2023,2024
6331,SKU06331,Jeans,Flowers Group,7.151649136432202,13,2023-07-18 00:00:00,2026-08-21 00:00:00,EUD-7204,3,,,,,,,,,,Orvieto,Perugia,Umbria,Men,53.27854675804089,Delivery,June 2023,Q3 2023,B6 2023,2023
6332,SKU06332,Jackets,Barnes LLC,45.027189094147474,62,2024-06-16 00:00:00,2026-02-07 00:00:00,VXW-7865,1,,,,,,,,,,Oristano,Cagliari,Sardinia,Men,49.380136143824494,In-store,February 2024,Q1 2024,B1 2024,2023
6333,SKU06333,Jackets,Olsen-Rodriguez,29.76795861189811,18,2024-10-18 00:00:00,2024-01-26 00:00:00,HFW-0273,3,,,,,,,,,,Catania,Palermo,Sicily,Women,45.58384370663616,Delivery,September 2023,Q1 2024,B1 2024,2024
